Question ID,Input,Output,Image Index,source,answer_type
366,What's the total add up value of smallest two bar?,185,OECD_TERMS_OF_TRADE_EST_ISR_RUS_USA_000014,human,numeric
367,How many bars are in the chart?,2,OECD_TRUST_IN_GOVERNMENT_CZE_ISR_000010,human,numeric
368,What is the difference between the two bars?,1.61,OECD_TRUST_IN_GOVERNMENT_CZE_ISR_000010,human,numeric
369,Which city has highest Urban population?,Slovak Republic,OECD_URBAN_POPULATION_BY_CITY_SIZE_EST_SVK_000001,human,other_text
370,What is the sum of Estonia and Slovak Republic?,74.6,OECD_URBAN_POPULATION_BY_CITY_SIZE_EST_SVK_000001,human,numeric
371,How many bars are there in the graph?,3,OECD_WATER_WITHDRAWALS_BEL_KOR_LVA_NOR_ZAF_000023,human,numeric
372,Does the difference of the value of smallest two bar is 1/3 the value of largest bar?,No,OECD_WATER_WITHDRAWALS_BEL_KOR_LVA_NOR_ZAF_000023,human,yes_no
373,What problem has the longest dark green bar?,The large amount of American debt held by China,10093,human,other_text
374,"What is the sum in percentage of the ""very serious"" problems and ""somewhat serious"" problems of the Tensions between China and Taiwan?",0.66,10093,human,numeric
375,What does the orange bar represent?,Unfavorable,10096,human,other_text
376,What is the difference between the largest orange bar and the smallest green bar?,37,10096,human,numeric
377,What is the share of women who never checks for GM food labeling?,0.27,10208,human,numeric
378,Sum the share of people among different races who always checks for GM food labeling?,78,10208,human,numeric
379,What is the percentage of teens who text message friends every day?,55,10210,human,numeric
380,What is the total share of teens that talks on the phone with friends?,84,10210,human,numeric
381,Which option has most people choosing no?,More angry and frustrated,10215,human,other_text
382,How many options have over 40% people choosing no?,2,10215,human,numeric
383,What is Economy Value in the bar?,"[44, 41]",10265,human,other_text
384,What is the ratio between Democratic and Republican Party in Foreign policy?,1.0789,10265,human,numeric
385,Which value is represented by brown bar?,Conservative,10799,human,other_text
386,What is the difference between maximum value of conservative and minimum value of liberal?,48,10799,human,numeric
387,What Democrat has the smallest blue bar?,Hillary Clinton,10894,human,other_text
388,What is the difference between the largest blue bar and the smallest blue bar?,71,10894,human,numeric
389,How many color bar are there in the graph?,4,88152146008059,human,numeric
390,Is the sum of lowest two bat more the US?,No,88152146008059,human,yes_no
391,What country has the lowest share of children who received key vaccines?,Afghanistan,88534020018300,human,other_text
392,What is the median in the  share of children who received key vaccine among the two top value contries?,0.9588,88534020018300,human,numeric
393,What does the grey bar represent?,Iran,88691820004156,human,other_text
394,What's the difference between two countries in sex ratio at birth?,2,88691820004156,human,numeric
395,What countrie has the highest death rate from amphetamine overdoses?,Ghana,89530471007217,human,other_text
396,What is the median rate of death among the three countries?,0.01666,89530471007217,human,numeric
397,What is the share of very concern over climate change in Nigeria?,65,9998,human,numeric
398,What is the median of total concerned people over climate change in Uganda and Ghana.?,90,9998,human,numeric
399,What is Iran data?,6.6,92710628015958,human,numeric
400,What is ratio between the two data?,1.137931,92710628015958,human,numeric
401,What's the value of Cancers?,18,94597296004338,human,numeric
402,Is the median value larger than the average value?,No,94597296004338,human,yes_no
403,How many countries are shown in the chart?,4,96088636003197,human,numeric
404,Is the average value of four countries larger than the value of the world?,Yes,96088636003197,human,yes_no
405,In which year the gender wage gap lowest in Japan?,1977,OECD_GENDER_WAGE_GAP_COL_CRI_JPN_MLT_USA_000075,human,numeric
406,Is the gender wage gap always greater in Japan than United States?,Yes,OECD_GENDER_WAGE_GAP_COL_CRI_JPN_MLT_USA_000075,human,yes_no
407,Which two places shows more then 4k labour force in the graph?,"[Switzerland, Belgium]",OECD_LABOUR_FORCE_BEL_CHE_LTU_LUX_000038,human,other_text
408,Is the value of Lithuania and Luxembourg more then Belgium in the year 2006?,No,OECD_LABOUR_FORCE_BEL_CHE_LTU_LUX_000038,human,yes_no
409,How many countries data are used to represent the graph?,5,OECD_LACK_OF_SOCIAL_SUPPORT_BEL_DEU_MEX_SVK_SWE_000020,human,numeric
410,Is the value of lack of social support constant over the years in Mexico?,Yes,OECD_LACK_OF_SOCIAL_SUPPORT_BEL_DEU_MEX_SVK_SWE_000020,human,yes_no
411,What is the color of the line representing Germany?,orange,OECD_ODA_BY_SECTOR_AUT_DAC_DEU_NOR_SVN_000093,human,other_text
412,"Is the sum of Germany, Norway and Austria larger than the value of DAC countries in 1978?",No,OECD_ODA_BY_SECTOR_AUT_DAC_DEU_NOR_SVN_000093,human,yes_no
413,In what year did the inflation rate reached its highest point?,2011,two_col_327,human,numeric
414,Is the inflation rate difference between 2011 and 2012 bigger than the difference of 2019 and 2021?,Yes,two_col_327,human,yes_no
415,In what year did the GDP reached its highest value?,2013,two_col_348,human,numeric
416,During what years does the value fluctuate the most?,"[2014, 2015]",two_col_348,human,other_text
417,What is the color in which the bars are?,blue,two_col_95,human,other_text
418,What is the difference between the highest numbers in revenue and the lowest?,2836037,two_col_95,human,numeric
419,In which year there was less Emigration rate in Luxembourg?,2011,two_col_62136,human,numeric
420,What is the difference in the Emigration rate in the year 2018 and 2019?,2.15,two_col_62136,human,numeric
421,What's the percentage share of 36-45 age group individuals who use ad blocking software in the UK in 2020?,34,two_col_62350,human,numeric
422,What's the ratio of individuals share in 46-55 age group and 55+ age group (in A:B)?,1,two_col_62350,human,numeric
423,How many bars are above 5000?,2,two_col_62359,human,numeric
424,"Which region's revenue is bigger, Europe, Middle East and Africa, or Latin America and Asia Pacific combined together?","Europe, Middle East, and Africa",two_col_62359,human,other_text
425,What is the percentage value of green segment?,5.8,two_col_62906,human,numeric
426,What's the ratio of second smallest segment and gray segment?,0.689,two_col_62906,human,numeric
427,What is the colour of WannaMine in pie segment?,gray,two_col_63160,human,other_text
428,Is the sum total percentage of JSECoin and RubyMiner more then XMRig?,No,two_col_63160,human,yes_no
429,Which year has 1.1%?,2016,two_col_62911,human,numeric
430,What is the ratio of 2009 to 2010?,0.952380952,two_col_62911,human,numeric
431,What is the Share of employers offering telecommuting to their employees in 2013?,58,two_col_63542,human,numeric
432,Is the share of employers offering telecommuting to their employees in 2010 is more then 2012?,Yes,two_col_63542,human,yes_no
433,Who is the most popular athlete in the chart?,"Chloe Kim, USA (snowboarding)",two_col_81038,human,other_text
434,How many athletes in the charts are from US?,4,two_col_81038,human,numeric
435,What's the no.1 cause in the chart?,Shooting,two_col_81092,human,other_text
436,How many causes that have over 5% share?,4,two_col_81092,human,numeric
437,What's the most popular time in the chart?,During the weekend,two_col_81160,human,other_text
438,What's the ratio of weekend and weekday?,1.37704918,two_col_81160,human,numeric
439,What is the value of the bar in 2011?,6.69,two_col_81989,human,numeric
440,What is the biggest increase in average age of LCV across all years?,0.71,two_col_81989,human,numeric
441,What's the most popular response?,Rather yes,two_col_82203,human,other_text
442,What's the sum of positive feedbacks?,45,two_col_82203,human,numeric
443,Does the graph show an increasing value?,Yes,two_col_82558,human,yes_no
444,What is the mode approximately?,36.8,two_col_82558,human,numeric
445,Which option is the least in the chart?,Less than before lockdown,two_col_82890,human,other_text
446,What is the difference between the highest two values and the least one?,90,two_col_82890,human,numeric
447,Which activity consists of 24%?,Hazardous and liquid waste,two_col_82950,human,other_text
448,What is the sum of industrial services and landfill together?,18,two_col_82950,human,numeric
449,Which region has more revenue share of Burberry?,Asia Pacific,two_col_83167,human,other_text
450,Is the sum of EMEIA**and Americas revenue share more then Asia Pacific region?,Yes,two_col_83167,human,yes_no
451,In which year the revenue was 22.9?,2017,two_col_83215,human,numeric
452,What is the difference in revenue in the 2017 and 2018?,5.89,two_col_83215,human,numeric
453,Which year has the highest Gross ?,2018,two_col_83230,human,numeric
454,What is the difference between 2015 and 2018?,16.9,two_col_83230,human,numeric
455,In which year there was 2148 number of accidents on highway ?,2018,two_col_83338,human,numeric
456,Is the value of number of accidents in 2017 more then 2012?,Yes,two_col_83338,human,yes_no
457,Which region has grey color?,Rest of World*,two_col_83377,human,other_text
458,Which two regions consists of a total of 1574.5?,"[Western Europe, Asia-Pacific]",two_col_83377,human,other_text
